Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Chevrolet Cruze МКПП 2013 с пробегом 169 000 км        ID
                    16159081";670 000                    ₽;2013;2                владельца;"до
                  06.2024";169 000 км;"1.6 л /
              109 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/chevrolet/cruze/16159081/
"Porsche Cayman МКПП 2017 с пробегом 107 779 км        ID
                    15895598";5 135 000                    ₽;2017;1                владелец;;107 779 км;"2.0 л /
              300 л.с. /
              Бензин";Механическая;Задний;Левый;Купе;Белый;https://rolf-probeg.ru/spb/cars/porsche/cayman/15895598/
"Volkswagen Tiguan АКПП 2016 с пробегом 127 307 км        ID
                    16157319";1 730 000                    ₽;2016;1                владелец;;127 307 км;"2.0 л /
              180 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16157319/
"Land Rover Range Rover Sport АКПП 2015 с пробегом 209 882 км        ID
                    16157869";3 590 000                    ₽;2015;1                владелец;;209 882 км;"4.4 л /
              339 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-sport/16157869/
"Hyundai Santa Fe АКПП 2015 с пробегом 127 957 км        ID
                    16111346";1 871 800                    ₽;2015;1                владелец;"до
                  03.2024";127 957 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/hyundai/santa-fe/16111346/
"Hyundai i30 АКПП 2012 с пробегом 77 803 км        ID
                    16134593";861 864                    ₽;2012;1                владелец;"до
                  04.2024";77 803 км;"1.6 л /
              130 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/hyundai/i30/16134593/
"УАЗ Patriot МКПП 2017 с пробегом 32 373 км        ID
                    16150987";966 273                    ₽;2017;1                владелец;"до
                  05.2024";32 373 км;"2.7 л /
              135 л.с. /
              Бензин";Механическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/uaz/patriot/16150987/
"УАЗ Patriot МКПП 2018 с пробегом 81 605 км        ID
                    16150351";1 002 303                    ₽;2018;1                владелец;"до
                  05.2024";81 605 км;"2.7 л /
              135 л.с. /
              Бензин";Механическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/uaz/patriot/16150351/
"Kia Sorento АКПП 2017 с пробегом 75 698 км        ID
                    15892145";2 450 721                    ₽;2017;2                владельца;"до
                  07.2022";75 698 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв. Prime;Белый;https://rolf-probeg.ru/spb/cars/kia/sorento/15892145/
"УАЗ Patriot МКПП 2018 с пробегом 35 703 км        ID
                    16156804";1 066 347                    ₽;2018;1                владелец;"до
                  06.2024";35 703 км;"2.7 л /
              135 л.с. /
              Бензин";Механическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/uaz/patriot/16156804/
"Audi Q5 РКПП 2021 с пробегом 11 175 км        ID
                    16123078";5 536 000                    ₽;2021;2                владельца;"до
                  07.2025";11 175 км;"2.0 л /
              249 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/audi/q5/16123078/
"Mitsubishi Pajero Sport АКПП 2018 с пробегом 92 255 км        ID
                    15144556";2 483 700                    ₽;2018;1                владелец;"до
                  01.2024";92 255 км;"2.4 л /
              181 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero-sport/15144556/
"Hyundai Elantra МКПП 2010 с пробегом 254 374 км        ID
                    16135036";364 320                    ₽;2010;3                владельца;"до
                  04.2024";254 374 км;"1.6 л /
              122 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Красный;https://rolf-probeg.ru/spb/cars/hyundai/elantra/16135036/
"Audi Q5 АКПП 2016 с пробегом 86 430 км        ID
                    16127365";2 498 000                    ₽;2016;2                владельца;"до
                  04.2024";86 430 км;"2.0 л /
              230 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/audi/q5/16127365/
"Renault Duster МКПП 2017 с пробегом 77 741 км        ID
                    16158956";1 130 000                    ₽;2017;1                владелец;"до
                  06.2024";77 741 км;"1.5 л /
              109 л.с. /
              Дизель";Механическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/renault/duster/16158956/
"Mazda 3 АКПП 2017 с пробегом 78 409 км        ID
                    14839893";1 520 000                    ₽;2017;2                владельца;"до
                  05.2024";78 409 км;"1.5 л /
              120 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/mazda/3/14839893/
"Nissan Qashqai CVT 2014 с пробегом 117 461 км        ID
                    16053487";1 275 000                    ₽;2014;2                владельца;"до
                  06.2024";117 461 км;"2.0 л /
              144 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/nissan/qashqai/16053487/
"Suzuki Grand Vitara АКПП 2008 с пробегом 130 344 км        ID
                    16134692";839 000                    ₽;2008;3                владельца;"до
                  04.2024";130 344 км;"2.0 л /
              140 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/suzuki/grand-vitara/16134692/
"Volkswagen Jetta РКПП 2016 с пробегом 105 784 км        ID
                    15243049";1 040 000                    ₽;2016;2                владельца;"до
                  03.2024";105 784 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/jetta/15243049/
"Ford Focus МКПП 2019 с пробегом 79 482 км        ID
                    16154337";1 350 000                    ₽;2019;1                владелец;;79 482 км;"1.5 л /
              95 л.с. /
              Дизель";Механическая;Передний;Левый;Универсал 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/ford/focus/16154337/
"Ford Focus РКПП 2018 с пробегом 123 531 км        ID
                    16079539";1 185 000                    ₽;2018;1                владелец;"до
                  03.2024";123 531 км;"1.5 л /
              120 л.с. /
              Дизель";Робот;Передний;Левый;Универсал 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/ford/focus/16079539/
"Peugeot 308 АКПП 2011 с пробегом 277 843 км        ID
                    16158994";345 789                    ₽;2011;1                владелец;"до
                  06.2024";277 843 км;"1.6 л /
              120 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/peugeot/308/16158994/
"Mitsubishi Pajero АКПП 2007 с пробегом 459 529 км        ID
                    16153921";990 000                    ₽;2007;2                владельца;"до
                  06.2024";459 529 км;"3.0 л /
              188 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero/16153921/
"Nissan Almera АКПП 2013 с пробегом 180 819 км        ID
                    16147146";425 000                    ₽;2013;3                владельца;"до
                  05.2024";180 819 км;"1.6 л /
              102 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/nissan/almera/16147146/
"Opel Insignia АКПП 2011 с пробегом 142 070 км        ID
                    16147060";940 000                    ₽;2011;2                владельца;"до
                  05.2024";142 070 км;"2.0 л /
              160 л.с. /
              Дизель";Автоматическая;Передний;Левый;Седан;Бежевый;https://rolf-probeg.ru/spb/cars/opel/insignia/16147060/
"Peugeot Traveller АКПП 2018 с пробегом 106 161 км        ID
                    16145514";2 300 000                    ₽;2018;3                владельца;"до
                  05.2024";106 161 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Передний;Левый;Минивэн;Черный;https://rolf-probeg.ru/spb/cars/peugeot/traveller/16145514/
"Mini Countryman АКПП 2013 с пробегом 139 764 км        ID
                    15212854";1 160 000                    ₽;2013;2                владельца;"до
                  05.2024";139 764 км;"1.6 л /
              184 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв. Cooper S;Голубой;https://rolf-probeg.ru/spb/cars/mini/countryman/15212854/
"Mini Hatch РКПП 2019 с пробегом 33 918 км        ID
                    15567187";1 835 000                    ₽;2019;3                владельца;"до
                  04.2024";33 918 км;"1.5 л /
              136 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 3 дв.;Оранжевый;https://rolf-probeg.ru/spb/cars/mini/hatch/15567187/
"Honda Civic АКПП 2012 с пробегом 155 562 км        ID
                    16083937";970 000                    ₽;2012;4                владельца;"до
                  04.2024";155 562 км;"1.8 л /
              142 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/honda/civic/16083937/
"Mitsubishi Pajero АКПП 2021 с пробегом 191 км        ID
                    16077702";3 949 000                    ₽;2021;1                владелец;"до
                  03.2024";191 км;"3.0 л /
              178 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero/16077702/
"Mercedes CLA РКПП 2020 с пробегом 19 121 км        ID
                    16157469";3 124 000                    ₽;2020;1                владелец;"до
                  06.2024";19 121 км;"1.3 л /
              136 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/mercedes/cla/16157469/
"BMW X5 АКПП 2018 с пробегом 67 655 км        ID
                    16129743";7 515 000                    ₽;2018;3                владельца;"до
                  04.2024";67 655 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/bmw/x5/16129743/
"Haval F7x РКПП 2021 с пробегом 14 071 км        ID
                    16154176";2 380 000                    ₽;2021;1                владелец;"до
                  06.2024";14 071 км;"2.0 л /
              190 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/haval/f7x/16154176/
"ŠKODA Rapid МКПП 2015 с пробегом 232 568 км        ID
                    16114635";480 000                    ₽;2015;1                владелец;"до
                  04.2024";232 568 км;"1.6 л /
              90 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/rapid/16114635/
"ŠKODA Rapid МКПП 2015 с пробегом 190 385 км        ID
                    16115161";540 000                    ₽;2015;2                владельца;"до
                  04.2024";190 385 км;"1.6 л /
              90 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/rapid/16115161/
"Volkswagen Polo РКПП 2021 с пробегом 11 936 км        ID
                    16035625";1 520 000                    ₽;2021;1                владелец;"до
                  04.2024";11 936 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Черный;https://rolf-probeg.ru/spb/cars/volkswagen/polo/16035625/
"Kia Sorento АКПП 2012 с пробегом 252 904 км        ID
                    16159669";1 120 000                    ₽;2012;2                владельца;"до
                  06.2024";252 904 км;"2.4 л /
              175 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/kia/sorento/16159669/
"LADA (ВАЗ) XRAY МКПП 2017 с пробегом 107 381 км        ID
                    16119315";610 000                    ₽;2017;1                владелец;"до
                  03.2024";107 381 км;"1.6 л /
              106 л.с. /
              Бензин";Механическая;Передний;Левый;Хэтчбек 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/lada--vaz-/xray/16119315/
"Toyota Camry АКПП 2014 с пробегом 123 277 км        ID
                    16141944";1 469 000                    ₽;2014;3                владельца;"до
                  05.2024";123 277 км;"2.5 л /
              181 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/toyota/camry/16141944/
"BMW X3 АКПП 2020 с пробегом 40 200 км        ID
                    16126581";4 399 000                    ₽;2020;1                владелец;"до
                  11.2022";40 200 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/bmw/x3/16126581/
"Porsche Cayenne АКПП 2021 с пробегом 18 км        ID
                    16113971";12 500 000                    ₽;2021;1                владелец;;18 км;"3.0 л /
              340 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв. Coupe;Серый;https://rolf-probeg.ru/spb/cars/porsche/cayenne/16113971/
"Volvo XC90 АКПП 2011 с пробегом 381 191 км        ID
                    16086477";842 800                    ₽;2011;4                владельца;"до
                  02.2024";381 191 км;"2.5 л /
              210 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/volvo/xc90/16086477/
"BMW 1 серии АКПП 2012 с пробегом 134 973 км        ID
                    16143071";848 000                    ₽;2012;2                владельца;"до
                  05.2024";134 973 км;"1.6 л /
              136 л.с. /
              Бензин";Автоматическая;Задний;Левый;Хэтчбек 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/bmw/1-serii/16143071/
"Mitsubishi Pajero АКПП 2011 с пробегом 299 099 км        ID
                    12630264";1 299 000                    ₽;2011;1                владелец;"до
                  05.2024";299 099 км;"3.0 л /
              178 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero/12630264/
"Volkswagen Tiguan АКПП 2015 с пробегом 110 534 км        ID
                    16146893";1 360 000                    ₽;2015;1                владелец;"до
                  05.2024";110 534 км;"2.0 л /
              170 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16146893/
"Citroen C5 АКПП 2011 с пробегом 99 743 км        ID
                    16159393";798 000                    ₽;2011;2                владельца;"до
                  06.2024";99 743 км;"1.6 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Универсал 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/citroen/c5/16159393/
"Peugeot 208 АКПП 2013 с пробегом 92 411 км        ID
                    16159444";830 000                    ₽;2013;3                владельца;"до
                  06.2024";92 411 км;"1.6 л /
              120 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 3 дв.;Белый;https://rolf-probeg.ru/spb/cars/peugeot/208/16159444/
"Ford Focus МКПП 2011 с пробегом 153 789 км        ID
                    16159610";570 000                    ₽;2011;8                владельцев;"до
                  06.2024";153 789 км;"1.6 л /
              105 л.с. /
              Бензин";Механическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/ford/focus/16159610/
"Hyundai Grandeur АКПП 2012 с пробегом 144 865 км        ID
                    14959311";1 280 000                    ₽;2012;2                владельца;;144 865 км;"3.0 л /
              250 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/hyundai/grandeur/14959311/
"Land Rover Range Rover АКПП 2018 с пробегом 88 855 км        ID
                    14913189";7 190 000                    ₽;2018;3                владельца;"до
                  02.2024";88 855 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover/14913189/
"Land Rover Range Rover Sport АКПП 2014 с пробегом 117 609 км        ID
                    16139433";3 490 000                    ₽;2014;2                владельца;"до
                  05.2024";117 609 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-sport/16139433/
"Land Rover Range Rover Evoque АКПП 2019 с пробегом 34 291 км        ID
                    16116446";4 590 000                    ₽;2019;1                владелец;"до
                  10.2022";34 291 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/16116446/
"Land Rover Range Rover Evoque АКПП 2019 с пробегом 37 750 км        ID
                    16114123";4 990 000                    ₽;2019;2                владельца;"до
                  07.2022";37 750 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/16114123/
"Land Rover Range Rover Evoque АКПП 2022 с пробегом 10 км        ID
                    16109115";7 590 000                    ₽;2022;1;"до
                  03.2025";10 км;"2.0 л /
              199 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/16109115/
"Jaguar F-Pace АКПП 2016 с пробегом 140 000 км        ID
                    14588670";3 190 000                    ₽;2016;2                владельца;"до
                  04.2024";140 000 км;"2.0 л /
              180 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/14588670/
"Volvo XC60 АКПП 2010 с пробегом 133 733 км        ID
                    16119419";1 467 000                    ₽;2010;2                владельца;"до
                  03.2024";133 733 км;"2.4 л /
              205 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/volvo/xc60/16119419/
"BMW 3 серии АКПП 2015 с пробегом 195 024 км        ID
                    15696524";1 410 000                    ₽;2015;3                владельца;"до
                  03.2024";195 024 км;"2.0 л /
              184 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/bmw/3-serii/15696524/
"Kia Cerato АКПП 2019 с пробегом 105 327 км        ID
                    16155725";1 429 789                    ₽;2019;2                владельца;"до
                  01.2025";105 327 км;"1.6 л /
              128 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/kia/cerato/16155725/
"Renault Duster МКПП 2016 с пробегом 90 174 км        ID
                    15773882";969 789                    ₽;2016;2                владельца;"до
                  06.2024";90 174 км;"2.0 л /
              143 л.с. /
              Бензин";Механическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/renault/duster/15773882/
"Kia Seltos CVT 2020 с пробегом 10 455 км        ID
                    15547328";2 219 000                    ₽;2020;1                владелец;"до
                  04.2025";10 455 км;"2.0 л /
              149 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/kia/seltos/15547328/
"Hyundai Grand Starex АКПП 2018 с пробегом 40 000 км        ID
                    16160088";3 000 000                    ₽;2018;1;;40 000 км;"2.5 л /
              174 л.с. /
              Дизель";Автоматическая;Задний;Левый;Минивэн;Синий;https://rolf-probeg.ru/spb/cars/hyundai/grand-starex/16160088/
"Land Rover Discovery Sport АКПП 2022 с пробегом 1 км        ID
                    16122984";7 990 000                    ₽;2022;1                владелец;"до
                  03.2025";1 км;"2.0 л /
              199 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/discovery-sport/16122984/
"Land Rover Range Rover Evoque АКПП 2017 с пробегом 76 249 км        ID
                    14745110";3 290 000                    ₽;2017;2                владельца;"до
                  04.2024";76 249 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/14745110/
"Land Rover Discovery Sport АКПП 2022 с пробегом 10 км        ID
                    16139828";6 990 000                    ₽;2022;1                владелец;"до
                  05.2025";10 км;"2.0 л /
              200 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/discovery-sport/16139828/
"Jaguar F-Pace АКПП 2017 с пробегом 109 518 км        ID
                    16138196";3 490 000                    ₽;2017;2                владельца;"до
                  05.2024";109 518 км;"3.0 л /
              340 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/16138196/
"Jaguar XJ АКПП 2010 с пробегом 98 000 км        ID
                    16149544";1 990 000                    ₽;2010;4                владельца;"до
                  05.2024";98 000 км;"3.0 л /
              275 л.с. /
              Дизель";Автоматическая;Задний;Левый;Седан;Коричневый;https://rolf-probeg.ru/spb/cars/jaguar/xj/16149544/
"Land Rover Range Rover Velar АКПП 2017 с пробегом 57 531 км        ID
                    15109344";5 490 000                    ₽;2017;2                владельца;"до
                  05.2024";57 531 км;"2.0 л /
              240 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-velar/15109344/
"Land Rover Defender АКПП 2021 с пробегом 31 304 км        ID
                    16139968";9 900 000                    ₽;2021;1                владелец;"до
                  04.2024";31 304 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Зеленый;https://rolf-probeg.ru/spb/cars/land-rover/defender/16139968/
"Jaguar E-Pace АКПП 2018 с пробегом 42 898 км        ID
                    15676500";2 990 000                    ₽;2018;2                владельца;"до
                  04.2024";42 898 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/jaguar/e-pace/15676500/
"Land Rover Discovery АКПП 2018 с пробегом 105 650 км        ID
                    15102990";4 490 000                    ₽;2018;2                владельца;"до
                  05.2024";105 650 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/discovery/15102990/
"Chevrolet Cruze АКПП 2012 с пробегом 41 728 км        ID
                    16146155";799 000                    ₽;2012;1                владелец;"до
                  05.2024";41 728 км;"1.8 л /
              141 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/chevrolet/cruze/16146155/
"ŠKODA Octavia РКПП 2016 с пробегом 101 000 км        ID
                    14602005";1 350 000                    ₽;2016;2                владельца;;101 000 км;"1.8 л /
              180 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/14602005/
"Jaguar F-Pace АКПП 2017 с пробегом 72 482 км        ID
                    14786915";3 990 000                    ₽;2017;3                владельца;"до
                  05.2024";72 482 км;"2.0 л /
              240 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/14786915/
"Land Rover Range Rover Sport АКПП 2018 с пробегом 90 634 км        ID
                    14949554";5 990 000                    ₽;2018;2                владельца;"до
                  04.2024";90 634 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-sport/14949554/
"Land Rover Range Rover Evoque АКПП 2011 с пробегом 190 347 км        ID
                    16083129";1 690 000                    ₽;2011;7                владельцев;"до
                  05.2024";190 347 км;"2.2 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 3 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/16083129/
"Land Rover Discovery Sport АКПП 2021 с пробегом 8 250 км        ID
                    15970561";5 490 000                    ₽;2021;1                владелец;"до
                  01.2025";8 250 км;"2.0 л /
              163 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/land-rover/discovery-sport/15970561/
"Jaguar F-Pace АКПП 2016 с пробегом 112 061 км        ID
                    14558107";3 090 000                    ₽;2016;2                владельца;"до
                  03.2024";112 061 км;"3.0 л /
              340 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/14558107/
"Land Rover Freelander АКПП 2012 с пробегом 91 800 км        ID
                    14118875";1 790 000                    ₽;2012;1                владелец;"до
                  05.2024";91 800 км;"2.2 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/land-rover/freelander/14118875/
"Land Rover Range Rover Evoque АКПП 2019 с пробегом 85 600 км        ID
                    15849219";3 990 000                    ₽;2019;1                владелец;"до
                  10.2022";85 600 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/15849219/
"Jaguar F-Pace АКПП 2017 с пробегом 94 339 км        ID
                    14769771";3 250 000                    ₽;2017;2                владельца;"до
                  06.2024";94 339 км;"2.0 л /
              180 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/14769771/
"Volkswagen Tiguan АКПП 2010 с пробегом 139 103 км        ID
                    16154043";919 000                    ₽;2010;3                владельца;;139 103 км;"2.0 л /
              170 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16154043/
"ŠKODA Rapid АКПП 2018 с пробегом 71 798 км        ID
                    15677438";923 000                    ₽;2018;1                владелец;"до
                  01.2024";71 798 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/rapid/15677438/
"LADA (ВАЗ) Vesta РКПП 2018 с пробегом 102 672 км        ID
                    16159492";750 000                    ₽;2018;1                владелец;"до
                  06.2024";102 672 км;"1.8 л /
              122 л.с. /
              Бензин";Робот;Передний;Левый;Универсал 5 дв. SW Cross;Белый;https://rolf-probeg.ru/spb/cars/lada--vaz-/vesta/16159492/
"BMW X1 АКПП 2017 с пробегом 47 236 км        ID
                    16159395";2 250 000                    ₽;2017;2                владельца;"до
                  06.2024";47 236 км;"2.0 л /
              192 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/bmw/x1/16159395/
"Audi A4 РКПП 2014 с пробегом 133 151 км        ID
                    14333804";1 479 000                    ₽;2014;2                владельца;"до
                  06.2024";133 151 км;"2.0 л /
              225 л.с. /
              Бензин";Робот;Полный;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/audi/a4/14333804/
"Mitsubishi Lancer МКПП 2004 с пробегом 179 345 км        ID
                    9780137";255 000                    ₽;2004;6                владельцев;"до
                  06.2024";179 345 км;"2.0 л /
              135 л.с. /
              Бензин";Механическая;Передний;Левый;Универсал 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/mitsubishi/lancer/9780137/
"Toyota RAV 4 АКПП 2017 с пробегом 56 729 км        ID
                    16113153";3 147 828                    ₽;2017;1                владелец;"до
                  04.2024";56 729 км;"2.5 л /
              180 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/toyota/rav-4/16113153/
